id,branch_code,tag_id,asset_id,asset_name,invoice_cost,total_cost,salvage_value,date_of_purchase,vendor_id,vendor,part_warranty,service_warranty,serial_no,generic_name,custom_field,life_in_year,dep_type,last_scan_date,net_value,remaining_years,salvage,last_year_bv,current_dep,total_dep,location
1,FR10001,G2801B602000738EA10909F9,FR10001033,COUNTING MACHINE,135000,138000,13800,3/9/2022,AB1210,FINTECH,24 MONTHS,24 MONTHS,,,,,1,,138000,,,,,,GF
2,FR10001,G2801B602000639EA10909F9,FR10001034,COUNTING MACHINE,135000,138000,13800,3/9/2022,AB1210,FINTECH,24 MONTHS,24 MONTHS,,,,,1,,138000,,,,,,1st Floor
3,FR10001,G2801B60200063AEA10909F9,FR10001035,COUNTING MACHINE,157000,162000,16200,3/9/2022,AB1210,FINTECH,24 MONTHS,24 MONTHS,,,,,1,,162000,,,,,,1st Floor
4,FR10001,G2801B60200073BEA10909F9,FR10001036,COUNTING MACHINE,157000,162000,16200,3/9/2022,AB1210,FINTECH,24 MONTHS,24 MONTHS,,,,,1,,162000,,,,,,1st Floor
5,FR10001,G2801B60200063CEA10909F9,FR10001037,COUNTING MACHINE,135000,138000,13800,12/3/2015,AB1210,FINTECH,24 MONTHS,24 MONTHS,,,,,1,,138000,,,,,,1st Floor
6,FR10001,G2801B60200073DEA10909F9,FR10001038,COUNTING MACHINE,157000,162000,16200,10/1/2020,AB1210,FINTECH,24 MONTHS,24 MONTHS,,,,16,1,,162000,13,,,,,Ground Floor
7,FR10001,G2801B60200073EEA10909F9,FR10001039,COUNTING MACHINE,135000,138000,13800,3/9/2022,AB1210,FINTECH,24 MONTHS,24 MONTHS,,,,16,1,,138000,15,,,,,Ground Floor
8,FR10001,G2801B60200063FEA10909F9,FR10001040,COUNTING MACHINE,135000,138000,13800,3/9/2022,AB1210,FINTECH,24 MONTHS,24 MONTHS,,,,16,1,,138000,15,,,,,Ground Floor
9,FR10001,G2801B602000750EA10D09F9,FR10001041,COUNTING MACHINE,157000,162000,16200,3/9/2022,AB1210,FINTECH,24 MONTHS,24 MONTHS,,,,16,1,,162000,15,,,,,Second Floor
10,FR10001,G2801B602000651EA10D09F9,FR10001042,COUNTING MACHINE,157000,162000,16200,3/9/2022,AB1210,FINTECH,24 MONTHS,24 MONTHS,,,,16,1,,162000,15,,,,,Second Floor
11,FR10001,G2801B602000652EA10D09F9,FR10001043,COUNTING MACHINE,135000,138000,13800,12/3/2015,AB1210,FINTECH,24 MONTHS,24 MONTHS,,,,16,1,,138000,9,,,,,Second Floor
12,FR10001,G2801B602000753EA10D09F9,FR10001044,COUNTING MACHINE,157000,162000,16200,10/1/2020,AB1210,FINTECH,24 MONTHS,24 MONTHS,,,,16,1,,162000,13,,,,,Second Floor
13,FR10001,G2801B60200071DEA11509F9,FR10001069,DELL CPU,67000,76000,7600,3/9/2022,AB1712,COMPUTECH,24 MONTHS,24 MONTHS,,,,16,1,,76000,15,,,,,1st Floor
14,FR10001,G2801B60200071EEA11509F9,FR10001070,DELL CPU,67000,76000,7600,3/9/2022,AB1712,COMPUTECH,24 MONTHS,24 MONTHS,,,,16,1,,76000,15,,,,,Ground Floor
15,FR10001,G2801B60200061FEA11509F9,FR10001071,DELL CPU,67000,76000,7600,3/9/2022,AB1712,COMPUTECH,24 MONTHS,24 MONTHS,,,,16,1,,76000,15,,,,,Ground Floor
16,FR10001,G2801B602000630EA11709F9,FR10001072,DELL CPU,67000,76000,7600,3/9/2022,AB1712,COMPUTECH,24 MONTHS,24 MONTHS,,,,16,1,,76000,15,,,,,Ground Floor
17,FR10001,G2801B602000731EA11709F9,FR10001073,DELL CPU,67000,76000,7600,3/9/2022,AB1712,COMPUTECH,24 MONTHS,24 MONTHS,,,,16,1,,76000,15,,,,,Ground Floor
18,FR10001,G2801B602000732EA11709F9,FR10001074,DELL CPU,67000,76000,7600,3/9/2022,AB1712,COMPUTECH,24 MONTHS,24 MONTHS,,,,16,1,,76000,15,,,,,GF
19,FR10001,G2801B602000633EA11709F9,FR10001075,DELL CPU,65000,73500,7350,3/9/2022,AB1712,COMPUTER ONE,24 MONTHS,24 MONTHS,,,,16,1,,73500,15,,,,,GF 
20,FR10001,G2801B602000734EA11709F9,FR10001076,DELL CPU,65000,73500,7350,3/9/2022,AB1712,COMPUTER ONE,24 MONTHS,24 MONTHS,,,,16,1,,73500,15,,,,,1st Floor
21,FR10001,G2801B602000635EA11709F9,FR10001077,DELL CPU,67000,76000,7600,12/5/2019,AB1712,COMPUTECH,24 MONTHS,24 MONTHS,,,,16,1,,76000,13,,,,,1st Floor
22,FR10001,G2801B602000636EA11709F9,FR10001078,DELL CPU,67000,76000,7600,12/5/2019,AB1712,COMPUTECH,24 MONTHS,24 MONTHS,,,,16,1,,76000,13,,,,,1st Floor
23,FR10001,G2801B602000737EA11709F9,FR10001079,DELL CPU,65000,73500,7350,12/2/2019,AB1712,COMPUTER ONE,24 MONTHS,24 MONTHS,,,,16,1,,73500,13,,,,,1st Floor
24,FR10001,G2801B602000738EA11709F9,FR10001080,DELL CPU,65000,73500,7350,12/2/2019,AB1712,COMPUTER ONE,24 MONTHS,24 MONTHS,,,,16,1,,73500,13,,,,,Ground Floor
25,FR10001,G2801B602000639EA11709F9,FR10001081,DELL CPU,67000,76000,7600,3/9/2022,AB1712,COMPUTECH,24 MONTHS,24 MONTHS,,,,16,1,,76000,15,,,,,Ground Floor
26,FR10001,G2801B60200063AEA11709F9,FR10001082,DELL CPU,67000,76000,7600,3/9/2022,AB1712,COMPUTECH,24 MONTHS,24 MONTHS,,,,16,1,,76000,15,,,,,Ground Floor
27,FR10001,G2801B60200073BEA11709F9,FR10001083,DELL CPU,67000,76000,7600,3/9/2022,AB1712,COMPUTECH,24 MONTHS,24 MONTHS,,,,16,1,,76000,15,,,,,Second Floor
28,FR10001,G2801B60200063CEA11709F9,FR10001084,DELL CPU,67000,76000,7600,3/9/2022,AB1712,COMPUTECH,24 MONTHS,24 MONTHS,,,,16,1,,76000,15,,,,,Second Floor
29,FR10001,G2801B60200073DEA11709F9,FR10001085,DELL CPU,67000,76000,7600,3/9/2022,AB1712,COMPUTECH,24 MONTHS,24 MONTHS,,,,16,1,,76000,15,,,,,Second Floor
30,FR10001,G2801B60200073EEA11709F9,FR10001086,DELL CPU,67000,76000,7600,3/9/2022,AB1712,COMPUTECH,24 MONTHS,24 MONTHS,,,,16,1,,76000,15,,,,,Second Floor
31,FR10001,G2801B60200063FEA11709F9,FR10001087,DELL CPU,65000,73500,7350,3/9/2022,AB1712,COMPUTER ONE,24 MONTHS,24 MONTHS,,,,16,1,,73500,15,,,,,Second Floor
32,FR10001,G2801B602000750EA11A09F9,FR10001088,DELL CPU,65000,73500,7350,3/9/2022,AB1712,COMPUTER ONE,24 MONTHS,24 MONTHS,,,,16,1,,73500,15,,,,,OUT SIDE
33,FR10001,G2801B602000651EA11A09F9,FR10001089,DELL CPU,67000,76000,7600,12/5/2019,AB1712,COMPUTECH,24 MONTHS,24 MONTHS,,,,16,1,,76000,13,,,,,OUT SIDE
34,FR10001,G2801B602000652EA11A09F9,FR10001090,DELL CPU,67000,76000,7600,12/5/2019,AB1712,COMPUTECH,24 MONTHS,24 MONTHS,,,,16,1,,76000,13,,,,,OUT SIDE
35,FR10001,G2801B602000753EA11A09F9,FR10001091,DELL CPU,65000,73500,7350,12/2/2019,AB1712,COMPUTER ONE,24 MONTHS,24 MONTHS,,,,16,1,,73500,13,,,,,OUT SIDE
36,FR10001,G2801B602000654EA11A09F9,FR10001092,DELL CPU,65000,73500,7350,12/2/2019,AB1712,COMPUTER ONE,24 MONTHS,24 MONTHS,,,,16,1,,73500,13,,,,,OUT SIDE
37,FR10001,G2801B602000759EA11A09F9,FR10001097,DELL MONITER,19000,20500,2050,3/9/2022,AB1712,COMPUTECH,24 MONTHS,24 MONTHS,,,,16,1,,20500,15,,,,,GF
38,FR10001,G2801B60200075AEA11A09F9,FR10001098,DELL MONITER,19000,20500,2050,3/9/2022,AB1712,COMPUTECH,24 MONTHS,24 MONTHS,,,,16,1,,20500,15,,,,,1st Floor
39,FR10001,G2801B60200065BEA11A09F9,FR10001099,DELL MONITER,19000,20500,2050,3/9/2022,AB1712,COMPUTECH,24 MONTHS,24 MONTHS,,,,16,1,,20500,15,,,,,1st Floor
40,FR10001,G2801B60200075CEA11A09F9,FR10001100,DELL MONITER,19000,20500,2050,3/9/2022,AB1712,COMPUTECH,24 MONTHS,24 MONTHS,,,,16,1,,20500,15,,,,,1st Floor
41,FR10001,G2801B60200065DEA11A09F9,FR10001101,DELL MONITER,19000,20500,2050,3/9/2022,AB1712,COMPUTECH,24 MONTHS,24 MONTHS,,,,16,1,,20500,15,,,,,Ground Floor
42,FR10001,G2801B60200065EEA11A09F9,FR10001102,DELL MONITER,19000,20500,2050,3/9/2022,AB1712,COMPUTECH,24 MONTHS,24 MONTHS,,,,16,1,,20500,15,,,,,Ground Floor
43,FR10001,G2801B602000710EA12109F9,FR10001103,DELL MONITER,18200,19000,1900,3/9/2022,AB1712,COMPUTER ONE,24 MONTHS,24 MONTHS,,,,16,1,,19000,15,,,,,Ground Floor
44,FR10001,G2801B602000611EA12109F9,FR10001104,DELL MONITER,18200,19000,1900,3/9/2022,AB1712,COMPUTER ONE,24 MONTHS,24 MONTHS,,,,16,1,,19000,15,,,,,Ground Floor
45,FR10001,G2801B602000612EA12109F9,FR10001105,DELL MONITER,19000,20500,2050,12/5/2019,AB1712,COMPUTECH,24 MONTHS,24 MONTHS,,,,16,1,,20500,13,,,,,1st Floor
46,FR10001,G2801B602000713EA12109F9,FR10001106,DELL MONITER,19000,20500,2050,12/5/2019,AB1712,COMPUTECH,24 MONTHS,24 MONTHS,,,,16,1,,20500,13,,,,,Ground Floor
47,FR10001,G2801B602000614EA12109F9,FR10001107,DELL MONITER,19000,20500,2050,12/5/2019,AB1712,COMPUTECH,24 MONTHS,24 MONTHS,,,,16,1,,20500,13,,,,,Ground Floor
48,FR10001,G2801B602000715EA12109F9,FR10001108,DELL MONITER,18200,19000,1900,12/2/2019,AB1712,COMPUTER ONE,24 MONTHS,24 MONTHS,,,,16,1,,19000,13,,,,,Ground Floor
49,FR10001,G2801B602000716EA12109F9,FR10001109,DELL MONITER,19000,20500,2050,3/9/2022,AB1712,COMPUTECH,24 MONTHS,24 MONTHS,,,,16,1,,20500,15,,,,,Ground Floor
50,FR10001,G2801B602000617EA12109F9,FR10001110,DELL MONITER,19000,20500,2050,3/9/2022,AB1712,COMPUTECH,24 MONTHS,24 MONTHS,,,,16,1,,20500,15,,,,,GF
51,FR10001,G2801B602000618EA12109F9,FR10001111,DELL MONITER,19000,20500,2050,3/9/2022,AB1712,COMPUTECH,24 MONTHS,24 MONTHS,,,,16,1,,20500,15,,,,,GF 
52,FR10001,G2801B602000719EA12109F9,FR10001112,DELL MONITER,19000,20500,2050,3/9/2022,AB1712,COMPUTECH,24 MONTHS,24 MONTHS,,,,16,1,,20500,15,,,,,1st Floor
53,FR10001,G2801B60200071AEA12109F9,FR10001113,DELL MONITER,19000,20500,2050,3/9/2022,AB1712,COMPUTECH,24 MONTHS,24 MONTHS,,,,16,1,,20500,15,,,,,1st Floor
54,FR10001,G2801B60200061BEA12109F9,FR10001114,DELL MONITER,19000,20500,2050,3/9/2022,AB1712,COMPUTECH,24 MONTHS,24 MONTHS,,,,16,1,,20500,15,,,,,1st Floor
55,FR10001,G2801B60200071CEA12109F9,FR10001115,DELL MONITER,18200,19000,1900,3/9/2022,AB1712,COMPUTER ONE,24 MONTHS,24 MONTHS,,,,16,1,,19000,15,,,,,1st Floor
56,FR10001,G2801B60200061DEA12109F9,FR10001116,DELL MONITER,18200,19000,1900,3/9/2022,AB1712,COMPUTER ONE,24 MONTHS,24 MONTHS,,,,16,1,,19000,15,,,,,Ground Floor
57,FR10001,G2801B60200061EEA12109F9,FR10001117,DELL MONITER,19000,20500,2050,12/5/2019,AB1712,COMPUTECH,24 MONTHS,24 MONTHS,,,,16,1,,20500,13,,,,,Ground Floor
58,FR10001,G2801B60200071FEA12109F9,FR10001118,DELL MONITER,19000,20500,2050,12/5/2019,AB1712,COMPUTECH,24 MONTHS,24 MONTHS,,,,16,1,,20500,13,,,,,Ground Floor
59,FR10001,G2801B602000730EA12309F9,FR10001119,DELL MONITER,19000,20500,2050,12/5/2019,AB1712,COMPUTECH,24 MONTHS,24 MONTHS,,,,16,1,,20500,13,,,,,Second Floor
60,FR10001,G2801B602000631EA12309F9,FR10001120,DELL MONITER,18200,19000,1900,12/2/2019,AB1712,COMPUTER ONE,24 MONTHS,24 MONTHS,,,,16,1,,19000,13,,,,,Second Floor
61,FR10001,G2801B602000632EA12309F9,FR10001121,GENERATOR 125KVA,7650000,8050000,805000,3/9/2022,AB1712,SM JAFFER,24 MONTHS,24 MONTHS,,,,25,1,,8050000,24,,,,,Second Floor
62,FR10001,G2801B602000733EA12309F9,FR10001122,GENERATOR 125KVA,7650000,8050000,805000,3/9/2022,AB1712,SM JAFFER,24 MONTHS,24 MONTHS,,,,25,1,,8050000,24,,,,,Second Floor
63,FR10001,G2801B602000634EA12309F9,FR10001123,GENETRATOR,3835000,3987000,398700,10/10/2017,AB1712,SM JAFFER,24 MONTHS,24 MONTHS,,,,25,1,,3987000,19,,,,,Second Floor
64,FR10001,G2801B602000735EA12309F9,FR10001124,GENETRATOR,3835000,3987000,398700,10/10/2017,AB1712,SM JAFFER,24 MONTHS,24 MONTHS,,,,25,1,,3987000,19,,,,,OUT SIDE
65,FR10001,G2801B602000736EA12309F9,FR10001125,HP PRINTER 56550,78000,81040,8104,3/9/2022,AB1712,COMPUTECH,24 MONTHS,24 MONTHS,,,,16,1,,81040,15,,,,,OUT SIDE
66,FR10001,G2801B602000637EA12309F9,FR10001126,HP PRINTER 56550,78000,81900,8190,2/7/2020,AB1712,COMPUTECH,24 MONTHS,24 MONTHS,,,,16,1,,81900,13,,,,,OUT SIDE
67,FR10001,G2801B602000638EA12309F9,FR10001127,HP PRINTER 56550,78000,81040,8104,3/9/2022,AB1712,COMPUTECH,24 MONTHS,24 MONTHS,,,,16,1,,81040,15,,,,,OUT SIDE
68,FR10001,G2801B602000739EA12309F9,FR10001128,HP PRINTER 56550,78000,81900,8190,2/7/2020,AB1712,COMPUTECH,24 MONTHS,24 MONTHS,,,,16,1,,81900,13,,,,,OUT SIDE
69,FR10001,G2801B60200073AEA12309F9,FR10001129,HP PRINTER 5958,54000,56500,5650,3/9/2022,AB1712,COMPUTECH,24 MONTHS,24 MONTHS,,,,16,1,,56500,15,,,,,OUT SIDE
70,FR10001,G2801B60200063BEA12309F9,FR10001130,HP PRINTER 5958,54000,56500,5650,3/9/2022,AB1712,COMPUTECH,24 MONTHS,24 MONTHS,,,,16,1,,56500,15,,,,,OUT SIDE
71,FR10001,G2801B60200073CEA12309F9,FR10001131,HP PRINTER 5958,54000,56500,5650,2/7/2020,AB1712,COMPUTECH,24 MONTHS,24 MONTHS,,,,16,1,,56500,13,,,,,OUT SIDE
72,FR10001,G2801B60200063DEA12309F9,FR10001132,HP PRINTER 5958,54000,56500,5650,3/9/2022,AB1712,COMPUTECH,24 MONTHS,24 MONTHS,,,,16,1,,56500,15,,,,,GF
73,FR10001,G2801B60200063EEA12309F9,FR10001133,HP PRINTER 5958,54000,56500,5650,3/9/2022,AB1712,COMPUTECH,24 MONTHS,24 MONTHS,,,,16,1,,56500,15,,,,,GF 
74,FR10001,G2801B60200073FEA12309F9,FR10001134,HP PRINTER 5958,54000,56500,5650,2/7/2020,AB1712,COMPUTECH,24 MONTHS,24 MONTHS,,,,16,1,,56500,13,,,,,1st Floor
75,FR10001,G2801B60200075CEA12609F9,FR10001147,OFFICER CHAIR,7000,7000,700,3/9/2022,AB1214,VISION NEXT,24 MONTHS,24 MONTHS,,,,16,1,,7000,15,,,,,OUT SIDE
76,FR10001,G2801B60200065DEA12609F9,FR10001148,OFFICER CHAIR,7000,7000,700,3/9/2022,AB1214,VISION NEXT,24 MONTHS,24 MONTHS,,,,16,1,,7000,15,,,,,OUT SIDE
77,FR10001,G2801B60200065EEA12609F9,FR10001149,OFFICER CHAIR,7000,7000,700,3/9/2022,AB1214,VISION NEXT,24 MONTHS,24 MONTHS,,,,16,1,,7000,15,,,,,OUT SIDE
78,FR10001,G2801B602000710EA12D09F9,FR10001150,OFFICER CHAIR,7000,7000,700,3/9/2022,AB1214,VISION NEXT,24 MONTHS,24 MONTHS,,,,16,1,,7000,15,,,,,OUT SIDE
79,FR10001,G2801B602000611EA12D09F9,FR10001151,OFFICER CHAIR,7000,7000,700,3/9/2022,AB1214,VISION NEXT,24 MONTHS,24 MONTHS,,,,16,1,,7000,15,,,,,OUT SIDE
80,FR10001,G2801B602000612EA12D09F9,FR10001152,OFFICER CHAIR,7000,7000,700,3/9/2022,AB1214,VISION NEXT,24 MONTHS,24 MONTHS,,,,16,1,,7000,15,,,,,OUT SIDE
81,FR10001,G2801B602000713EA12D09F9,FR10001153,OFFICER CHAIR,7000,7000,700,1/7/2017,AB1214,VISION NEXT,24 MONTHS,24 MONTHS,,,,17,1,,7000,11,,,,,OUT SIDE
82,FR10001,G2801B602000614EA12D09F9,FR10001154,OFFICER CHAIR,7000,7000,700,1/7/2017,AB1214,VISION NEXT,24 MONTHS,24 MONTHS,,,,17,1,,7000,11,,,,,GF
83,FR10001,G2801B602000715EA12D09F9,FR10001155,OFFICER CHAIR,7000,7000,700,3/9/2022,AB1214,VISION NEXT,24 MONTHS,24 MONTHS,,,,16,1,,7000,15,,,,,GF
84,FR10001,G2801B602000716EA12D09F9,FR10001156,OFFICER TABLE,12000,12000,1200,3/9/2022,AB1214,VISION NEXT,24 MONTHS,24 MONTHS,,,,18,1,,12000,17,,,,,GF
85,FR10001,G2801B602000617EA12D09F9,FR10001157,OFFICER TABLE,12000,12000,1200,3/9/2022,AB1214,VISION NEXT,24 MONTHS,24 MONTHS,,,,18,1,,12000,17,,,,,GF
86,FR10001,G2801B602000618EA12D09F9,FR10001158,OFFICER TABLE,12000,12000,1200,3/9/2022,AB1214,VISION NEXT,24 MONTHS,24 MONTHS,,,,18,1,,12000,17,,,,,GF
87,FR10001,G2801B602000719EA12D09F9,FR10001159,OFFICER TABLE,12000,12000,1200,3/9/2022,AB1214,VISION NEXT,24 MONTHS,24 MONTHS,,,,18,1,,12000,17,,,,,1st Floor
88,FR10001,G2801B60200071AEA12D09F9,FR10001160,OFFICER TABLE,12000,12000,1200,3/9/2022,AB1214,VISION NEXT,24 MONTHS,24 MONTHS,,,,18,1,,12000,17,,,,,GF
89,FR10001,G2801B60200061BEA12D09F9,FR10001161,OFFICER TABLE,12000,12000,1200,3/9/2022,AB1214,VISION NEXT,24 MONTHS,24 MONTHS,,,,18,1,,12000,17,,,,,GF
90,FR10001,G2801B60200071CEA12D09F9,FR10001162,OFFICER TABLE,12000,12000,1200,1/7/2017,AB1214,VISION NEXT,24 MONTHS,24 MONTHS,,,,18,1,,12000,12,,,,,GF
91,FR10001,G2801B60200061DEA12D09F9,FR10001163,OFFICER TABLE,12000,12000,1200,1/7/2017,AB1214,VISION NEXT,24 MONTHS,24 MONTHS,,,,18,1,,12000,12,,,,,1st Floor
92,FR10001,G2801B60200061EEA12D09F9,FR10001164,OFFICER TABLE,12000,12000,1200,1/7/2017,AB1214,VISION NEXT,24 MONTHS,24 MONTHS,,,,18,1,,12000,12,,,,,GF
93,FR10001,G2801B60200071FEA12D09F9,FR10001165,OFFICER TABLE,12000,12000,1200,3/9/2022,AB1214,VISION NEXT,24 MONTHS,24 MONTHS,,,,18,1,,12000,17,,,,,Ground Floor
94,FR10001,G2801B602000630EA12D09F9,FR10001166,OFFICER TABLE,12000,12000,1200,3/9/2022,AB1214,VISION NEXT,24 MONTHS,24 MONTHS,,,,18,1,,12000,17,,,,,Ground Floor
95,FR10001,G2801B602000731EA12D09F9,FR10001167,OFFICER TABLE,12000,12000,1200,3/9/2022,AB1214,VISION NEXT,24 MONTHS,24 MONTHS,,,,18,1,,12000,17,,,,,Ground Floor
96,FR10001,G2801B602000732EA12D09F9,FR10001168,OFFICER TABLE,12000,12000,1200,3/9/2022,AB1214,VISION NEXT,24 MONTHS,24 MONTHS,,,,18,1,,12000,17,,,,,Ground Floor
97,FR10001,G2801B602000633EA12D09F9,FR10001169,OFFICER TABLE,12000,12000,1200,3/9/2022,AB1214,VISION NEXT,24 MONTHS,24 MONTHS,,,,18,1,,12000,17,,,,,1st Floor
98,FR10001,G2801B602000734EA12D09F9,FR10001170,OFFICER TABLE,12000,12000,1200,3/9/2022,AB1214,VISION NEXT,24 MONTHS,24 MONTHS,,,,18,1,,12000,17,,,,,Ground Floor
99,FR10001,G2801B602000635EA12D09F9,FR10001171,OFFICER TABLE,12000,12000,1200,1/7/2017,AB1214,VISION NEXT,24 MONTHS,24 MONTHS,,,,18,1,,12000,12,,,,,Ground Floor
100,FR10001,G2801B602000636EA12D09F9,FR10001172,OFFICER TABLE,12000,12000,1200,1/7/2017,AB1214,VISION NEXT,24 MONTHS,24 MONTHS,,,,18,1,,12000,12,,,,,Ground Floor
101,FR10001,G2801B602000737EA12D09F9,FR10001173,OFFICER TABLE,12000,12000,1200,1/7/2017,AB1214,VISION NEXT,24 MONTHS,24 MONTHS,,,,18,1,,12000,12,,,,,Ground Floor
102,FR10001,G2801B602000710DA12D09F9,FR10001200,VISITOR CHAIR,5800,5800,580,3/9/2022,AB1214,VISION NEXT,24 MONTHS,24 MONTHS,,,,18,1,,5800,17,,,,,1st Floor
103,FR10001,G2801B60200065EDA12609F9,FR10001201,VISITOR CHAIR,5800,5800,580,3/9/2022,AB1214,VISION NEXT,24 MONTHS,24 MONTHS,,,,18,1,,5800,17,,,,,Ground Floor
104,FR10001,G2801B60200065DDA12609F9,FR10001202,VISITOR CHAIR,5800,5800,580,3/9/2022,AB1214,VISION NEXT,24 MONTHS,24 MONTHS,,,,18,1,,5800,17,,,,,Ground Floor
105,FR10001,G2801B60200075CDA12609F9,FR10001203,VISITOR CHAIR,5800,5800,580,3/9/2022,AB1214,VISION NEXT,24 MONTHS,24 MONTHS,,,,18,1,,5800,17,,,,,Ground Floor
106,FR10001,G2801B60200065BDA12609F9,FR10001204,VISITOR CHAIR,5800,5800,580,3/9/2022,AB1214,VISION NEXT,24 MONTHS,24 MONTHS,,,,18,1,,5800,17,,,,,Ground Floor
107,FR10001,G2801B60200075ADA12609F9,FR10001205,VISITOR CHAIR,5800,5800,580,3/9/2022,AB1214,VISION NEXT,24 MONTHS,24 MONTHS,,,,18,1,,5800,17,,,,,1st Floor
108,FR10001,G2801B602000759DA12609F9,FR10001206,VISITOR CHAIR,5800,5800,580,3/9/2022,AB1214,VISION NEXT,24 MONTHS,24 MONTHS,,,,18,1,,5800,17,,,,,Ground Floor
109,FR10001,G2801B602000658DA12609F9,FR10001207,VISITOR CHAIR,5800,5800,580,3/9/2022,AB1214,VISION NEXT,24 MONTHS,24 MONTHS,,,,18,1,,5800,17,,,,,Ground Floor
110,FR10001,G2801B602000657DA12609F9,FR10001208,VISITOR CHAIR,5800,5800,580,3/9/2022,AB1214,VISION NEXT,24 MONTHS,24 MONTHS,,,,18,1,,5800,17,,,,,Ground Floor
111,FR10001,G2801B602000756DA12609F9,FR10001209,VISITOR CHAIR,5800,5800,580,3/9/2022,AB1214,VISION NEXT,24 MONTHS,24 MONTHS,,,,18,1,,5800,17,,,,,Ground Floor
112,FR10001,G2801B602000755DA12609F9,FR10001210,VISITOR CHAIR,5800,5800,580,3/9/2022,AB1214,VISION NEXT,24 MONTHS,24 MONTHS,,,,18,1,,5800,17,,,,,GF
113,FR10001,G2801B602000654DA12609F9,FR10001211,VISITOR CHAIR,5800,5800,580,3/9/2022,AB1214,VISION NEXT,24 MONTHS,24 MONTHS,,,,18,1,,5800,17,,,,,GF 
114,FR10001,G2801B602000739DA12309F9,FR10001222,VISITOR CHAIR,5800,5800,580,1/7/2017,AB1214,VISION NEXT,24 MONTHS,24 MONTHS,,,,18,1,,,12,,,,,Second Floor
115,FR10001,G2801B602000638DA12309F9,FR10001223,VISITOR CHAIR,5800,5800,580,1/7/2017,AB1214,VISION NEXT,24 MONTHS,24 MONTHS,,,,18,1,,5800,12,,,,,Second Floor
116,FR10001,G2801B602000637DA12309F9,FR10001224,VISITOR CHAIR,5800,5800,580,1/7/2017,AB1214,VISION NEXT,24 MONTHS,24 MONTHS,,,,18,1,,5800,12,,,,,OUT SIDE
117,FR10001,G2801B602000631DA12309F9,FR10001230,VISITOR CHAIR,5800,5800,580,3/9/2022,AB1214,VISION NEXT,24 MONTHS,24 MONTHS,,,,18,1,,5800,17,,,,,OUT SIDE
118,FR10001,G2801B602000730DA12309F9,FR10001231,VISITOR CHAIR,5800,5800,580,3/9/2022,AB1214,VISION NEXT,24 MONTHS,24 MONTHS,,,,18,1,,5800,17,,,,,OUT SIDE
119,FR10001,G2801B60200071FDA12109F9,FR10001232,VISITOR CHAIR,5800,5800,580,3/9/2022,AB1214,VISION NEXT,24 MONTHS,24 MONTHS,,,,18,1,,5800,17,,,,,GF
120,FR10001,G2801B60200061EDA12109F9,FR10001233,VISITOR CHAIR,5800,5800,580,3/9/2022,AB1214,VISION NEXT,24 MONTHS,24 MONTHS,,,,18,1,,5800,17,,,,,GF 
121,FR10001,G2801B60200061DDA12109F9,FR10001234,VISITOR CHAIR,5800,5800,580,3/9/2022,AB1214,VISION NEXT,24 MONTHS,24 MONTHS,,,,18,1,,5800,17,,,,,1st Floor
122,FR10001,G2801B60200071CDA12109F9,FR10001235,VISITOR CHAIR,5800,5800,580,3/9/2022,AB1214,VISION NEXT,24 MONTHS,24 MONTHS,,,,18,1,,5800,17,,,,,1st Floor
123,FR10001,G2801B60200061BDA12109F9,FR10001236,VISITOR CHAIR,5800,5800,580,3/9/2022,AB1214,VISION NEXT,24 MONTHS,24 MONTHS,,,,18,1,,5800,17,,,,,1st Floor
124,FR10001,G2801B60200071ADA12109F9,FR10001237,VISITOR CHAIR,5800,5800,580,3/9/2022,AB1214,VISION NEXT,24 MONTHS,24 MONTHS,,,,18,1,,5800,17,,,,,1st Floor
125,FR10001,G2801B602000719DA12109F9,FR10001238,VISITOR CHAIR,5800,5800,580,3/9/2022,AB1214,VISION NEXT,24 MONTHS,24 MONTHS,,,,18,1,,5800,17,,,,,Ground Floor
126,FR10001,G2801B602000618DA12109F9,FR10001239,VISITOR CHAIR,5800,5800,580,3/9/2022,AB1214,VISION NEXT,24 MONTHS,24 MONTHS,,,,18,1,,5800,17,,,,,Ground Floor
127,FR10001,G2801B602000617DA12109F9,FR10001240,VISITOR CHAIR,5800,5800,580,3/9/2022,AB1214,VISION NEXT,24 MONTHS,24 MONTHS,,,,18,1,,5800,17,,,,,Ground Floor
128,FR10001,G2801B602000716DA12109F9,FR10001241,VISITOR CHAIR,5800,5800,580,3/9/2022,AB1214,VISION NEXT,24 MONTHS,24 MONTHS,,,,18,1,,5800,17,,,,,Second Floor
129,FR10001,G2801B60200075ADA11A09F9,FR10001252,VISITOR CHAIR,5800,5800,580,1/7/2017,AB1214,VISION NEXT,24 MONTHS,24 MONTHS,,,,18,1,,,12,,,,,OUT SIDE
130,FR10001,G2801B602000759DA11A09F9,FR10001253,VISITOR CHAIR,5800,5800,580,1/7/2017,AB1214,VISION NEXT,24 MONTHS,24 MONTHS,,,,18,1,,5800,12,,,,,OUT SIDE
131,FR10001,G2801B602000658DA11A09F9,FR10001254,VISITOR CHAIR,5800,5800,580,1/7/2017,AB1214,VISION NEXT,24 MONTHS,24 MONTHS,,,,18,1,,5800,12,,,,,GF
