id,branch_code,tag_id,asset_id,asset_name,invoice_cost,total_cost,salvage_value,date_of_purchase,vendor_id,vendor,part_warranty,service_warranty,serial_no,generic_name,custom_field,life_in_year,dep_type,last_scan_date,net_value,remaining_years,salvage,last_year_bv,current_dep,total_dep,location
1645,FR10001,G2801B60200065EDA10D09F9,FR10001295,UPS  FOR CASHER,36000,36000,3600,2/3/2021,AB1712,COMPUTER ONE,24 MONTHS,24 MONTHS,,,,5,2,,36000,3,,,,,OUT SIDE
1646,FR10001,G2801B60200065DDA10D09F9,FR10001296,UPS  FOR CASHER,36000,36000,3600,2/3/2021,AB1712,COMPUTER ONE,24 MONTHS,24 MONTHS,,,,5,2,,36000,3,,,,,GF
1647,FR10001,G2801B60200075CDA10D09F9,FR10001297,UPS  FOR CASHER,36000,36000,3600,2/3/2021,AB1712,COMPUTECH,24 MONTHS,24 MONTHS,,,,5,2,,36000,3,,,,,GF 
1648,FR10001,G2801B60200065BDA10D09F9,FR10001298,UPS  FOR CASHER,36000,36000,3600,2/3/2021,AB1712,COMPUTECH,24 MONTHS,24 MONTHS,,,,5,2,,36000,3,,,,,1st Floor
1649,FR10001,G2801B60200075ADA10D09F9,FR10001299,UPS  FOR CASHER,36000,36000,3600,2/3/2021,AB1712,COMPUTECH,24 MONTHS,24 MONTHS,,,,5,2,,36000,3,,,,,1st Floor
1650,FR10001,G2801B602000759DA10D09F9,FR10001300,UPS  FOR CASHER,36000,36000,3600,2/3/2021,AB1712,COMPUTER ONE,24 MONTHS,24 MONTHS,,,,5,2,,36000,3,,,,,1st Floor
1651,FR10001,G2801B602000658DA10D09F9,FR10001301,UPS  FOR CASHER,36000,36000,3600,2/3/2021,AB1712,COMPUTECH,24 MONTHS,24 MONTHS,,,,5,2,,36000,3,,,,,Ground Floor
151,FR10002,G2801A602000738EA10909F9,FR10002033-1,COUNTING MACHINE,135000,138000,13800,3/9/2022,AB1210,FINTECH,24 MONTHS,24 MONTHS,,,,16,1,,138000,15,,,,,1st Floor
152,FR10002,G2801A602000639EA10909F9,FR10002034,COUNTING MACHINE,135000,138000,13800,3/9/2022,AB1210,FINTECH,24 MONTHS,24 MONTHS,,,,16,1,,138000,15,,,,,1st Floor
153,FR10002,G2801A60200063AEA10909F9,FR10002035,COUNTING MACHINE,157000,162000,16200,3/9/2022,AB1210,FINTECH,24 MONTHS,24 MONTHS,,,,16,1,,162000,15,,,,,1st Floor
154,FR10002,G2801A60200073BEA10909F9,FR10002036,COUNTING MACHINE,157000,162000,16200,3/9/2022,AB1210,FINTECH,24 MONTHS,24 MONTHS,,,,16,1,,162000,15,,,,,1st Floor
155,FR10002,G2801A60200063CEA10909F9,FR10002037,COUNTING MACHINE,135000,138000,13800,12/3/2015,AB1210,FINTECH,24 MONTHS,24 MONTHS,,,,16,1,,138000,9,,,,,Ground Floor
156,FR10002,G2801A60200073DEA10909F9,FR10002038,COUNTING MACHINE,157000,162000,16200,10/1/2020,AB1210,FINTECH,24 MONTHS,24 MONTHS,,,,16,1,,162000,13,,,,,Ground Floor
157,FR10002,G2801A60200073EEA10909F9,FR10002039,COUNTING MACHINE,135000,138000,13800,3/9/2022,AB1210,FINTECH,24 MONTHS,24 MONTHS,,,,16,1,,138000,15,,,,,Ground Floor
158,FR10002,G2801A60200063FEA10909F9,FR10002040,COUNTING MACHINE,135000,138000,13800,3/9/2022,AB1210,FINTECH,24 MONTHS,24 MONTHS,,,,16,1,,138000,15,,,,,Second Floor
159,FR10002,G2801A602000750EA10D09F9,FR10002041,COUNTING MACHINE,157000,162000,16200,3/9/2022,AB1210,FINTECH,24 MONTHS,24 MONTHS,,,,16,1,,162000,15,,,,,Second Floor
160,FR10002,G2801A602000651EA10D09F9,FR10002042,COUNTING MACHINE,157000,162000,16200,3/9/2022,AB1210,FINTECH,24 MONTHS,24 MONTHS,,,,16,1,,162000,15,,,,,Second Floor
161,FR10002,G2801A602000652EA10D09F9,FR10002043,COUNTING MACHINE,135000,138000,13800,12/3/2015,AB1210,FINTECH,24 MONTHS,24 MONTHS,,,,16,1,,138000,9,,,,,Second Floor
162,FR10002,G2801A602000753EA10D09F9,FR10002044,COUNTING MACHINE,157000,162000,16200,10/1/2020,AB1210,FINTECH,24 MONTHS,24 MONTHS,,,,16,1,,162000,13,,,,,Second Floor
163,FR10002,G2801A60200071DEA11509F9,FR10002069,DELL CPU,67000,76000,7600,3/9/2022,AB1210,FINTECH,24 MONTHS,24 MONTHS,,,,16,1,,76000,15,,,,,Ground Floor
164,FR10002,G2801A60200071EEA11509F9,FR10002070,DELL CPU,67000,76000,7600,3/9/2022,AB1210,FINTECH,24 MONTHS,24 MONTHS,,,,16,1,,76000,15,,,,,Ground Floor
165,FR10002,G2801A60200061FEA11509F9,FR10002071,DELL CPU,67000,76000,7600,3/9/2022,AB1210,FINTECH,24 MONTHS,24 MONTHS,,,,16,1,,76000,15,,,,,Ground Floor
166,FR10002,G2801A602000630EA11709F9,FR10002072,DELL CPU,67000,76000,7600,3/9/2022,AB1210,FINTECH,24 MONTHS,24 MONTHS,,,,16,1,,76000,15,,,,,Ground Floor
167,FR10002,G2801A602000731EA11709F9,FR10002073,DELL CPU,67000,76000,7600,3/9/2022,AB1210,FINTECH,24 MONTHS,24 MONTHS,,,,16,1,,76000,15,,,,,GF
168,FR10002,G2801A602000732EA11709F9,FR10002074,DELL CPU,67000,76000,7600,3/9/2022,AB1210,FINTECH,24 MONTHS,24 MONTHS,,,,16,1,,76000,15,,,,,GF 
169,FR10002,G2801A602000633EA11709F9,FR10002075,DELL CPU,65000,73500,7350,3/9/2022,AB1210,FINTECH,24 MONTHS,24 MONTHS,,,,16,1,,73500,15,,,,,1st Floor
170,FR10002,G2801A602000734EA11709F9,FR10002076,DELL CPU,65000,73500,7350,3/9/2022,AB1210,FINTECH,24 MONTHS,24 MONTHS,,,,16,1,,73500,15,,,,,1st Floor
171,FR10002,G2801A602000635EA11709F9,FR10002077,DELL CPU,67000,76000,7600,12/5/2019,AB1210,FINTECH,24 MONTHS,24 MONTHS,,,,16,1,,76000,13,,,,,1st Floor
172,FR10002,G2801A602000636EA11709F9,FR10002078,DELL CPU,67000,76000,7600,12/5/2019,AB1210,FINTECH,24 MONTHS,24 MONTHS,,,,16,1,,76000,13,,,,,1st Floor
173,FR10002,G2801A602000737EA11709F9,FR10002079,DELL CPU,65000,73500,7350,12/2/2019,AB1210,FINTECH,24 MONTHS,24 MONTHS,,,,16,1,,73500,13,,,,,Ground Floor
174,FR10002,G2801A602000738EA11709F9,FR10002080,DELL CPU,65000,73500,7350,12/2/2019,AB1210,FINTECH,24 MONTHS,24 MONTHS,,,,16,1,,73500,13,,,,,Ground Floor
175,FR10002,G2801A602000639EA11709F9,FR10002081,DELL CPU,67000,76000,7600,3/9/2022,AB1712,COMPUTECH,24 MONTHS,24 MONTHS,,,,16,1,,76000,15,,,,,Ground Floor
176,FR10002,G2801A60200063AEA11709F9,FR10002082,DELL CPU,67000,76000,7600,3/9/2022,AB1712,COMPUTECH,24 MONTHS,24 MONTHS,,,,16,1,,76000,15,,,,,Second Floor
177,FR10002,G2801A60200073BEA11709F9,FR10002083,DELL CPU,67000,76000,7600,3/9/2022,AB1712,COMPUTECH,24 MONTHS,24 MONTHS,,,,16,1,,76000,15,,,,,Second Floor
178,FR10002,G2801A60200063CEA11709F9,FR10002084,DELL CPU,67000,76000,7600,3/9/2022,AB1712,COMPUTECH,24 MONTHS,24 MONTHS,,,,16,1,,76000,15,,,,,Second Floor
179,FR10002,G2801A60200073DEA11709F9,FR10002085,DELL CPU,67000,76000,7600,3/9/2022,AB1712,COMPUTECH,24 MONTHS,24 MONTHS,,,,16,1,,76000,15,,,,,Second Floor
180,FR10002,G2801A60200073EEA11709F9,FR10002086,DELL CPU,67000,76000,7600,3/9/2022,AB1712,COMPUTECH,24 MONTHS,24 MONTHS,,,,16,1,,76000,15,,,,,Second Floor
181,FR10002,G2801A60200063FEA11709F9,FR10002087,DELL CPU,65000,73500,7350,3/9/2022,AB1712,COMPUTER ONE,24 MONTHS,24 MONTHS,,,,16,1,,73500,15,,,,,OUT SIDE
182,FR10002,G2801A602000750EA11A09F9,FR10002088,DELL CPU,65000,73500,7350,3/9/2022,AB1712,COMPUTER ONE,24 MONTHS,24 MONTHS,,,,16,1,,73500,15,,,,,OUT SIDE
183,FR10002,G2801A602000651EA11A09F9,FR10002089,DELL CPU,67000,76000,7600,12/5/2019,AB1712,COMPUTECH,24 MONTHS,24 MONTHS,,,,16,1,,76000,13,,,,,OUT SIDE
184,FR10002,G2801A602000652EA11A09F9,FR10002090,DELL CPU,67000,76000,7600,12/5/2019,AB1712,COMPUTECH,24 MONTHS,24 MONTHS,,,,16,1,,76000,13,,,,,OUT SIDE
185,FR10002,G2801A602000753EA11A09F9,FR10002091,DELL CPU,65000,73500,7350,12/2/2019,AB1712,COMPUTER ONE,24 MONTHS,24 MONTHS,,,,16,1,,73500,13,,,,,OUT SIDE
186,FR10002,G2801A602000654EA11A09F9,FR10002092,DELL CPU,65000,73500,7350,12/2/2019,AB1712,COMPUTER ONE,24 MONTHS,24 MONTHS,,,,16,1,,73500,13,,,,,OUT SIDE
187,FR10002,G2801A602000759EA11A09F9,FR10002097,DELL MONITER,19000,20500,2050,3/9/2022,AB1712,COMPUTECH,24 MONTHS,24 MONTHS,,,,16,1,,20500,15,,,,,1st Floor
188,FR10002,G2801A60200075AEA11A09F9,FR10002098,DELL MONITER,19000,20500,2050,3/9/2022,AB1712,COMPUTECH,24 MONTHS,24 MONTHS,,,,16,1,,20500,15,,,,,1st Floor
189,FR10002,G2801A60200065BEA11A09F9,FR10002099,DELL MONITER,19000,20500,2050,3/9/2022,AB1712,COMPUTECH,24 MONTHS,24 MONTHS,,,,16,1,,20500,15,,,,,1st Floor
190,FR10002,G2801A60200075CEA11A09F9,FR10002100,DELL MONITER,19000,20500,2050,3/9/2022,AB1712,COMPUTECH,24 MONTHS,24 MONTHS,,,,16,1,,20500,15,,,,,Ground Floor
191,FR10002,G2801A60200065DEA11A09F9,FR10002101,DELL MONITER,19000,20500,2050,3/9/2022,AB1712,COMPUTECH,24 MONTHS,24 MONTHS,,,,16,1,,20500,15,,,,,Ground Floor
192,FR10002,G2801A60200065EEA11A09F9,FR10002102,DELL MONITER,19000,20500,2050,3/9/2022,AB1712,COMPUTECH,24 MONTHS,24 MONTHS,,,,16,1,,20500,15,,,,,Ground Floor
193,FR10002,G2801A602000710EA12109F9,FR10002103,DELL MONITER,18200,19000,1900,3/9/2022,AB1712,COMPUTER ONE,24 MONTHS,24 MONTHS,,,,16,1,,19000,15,,,,,Ground Floor
194,FR10002,G2801A602000611EA12109F9,FR10002104,DELL MONITER,18200,19000,1900,3/9/2022,AB1712,COMPUTER ONE,24 MONTHS,24 MONTHS,,,,16,1,,19000,15,,,,,1st Floor
195,FR10002,G2801A602000612EA12109F9,FR10002105,DELL MONITER,19000,20500,2050,12/5/2019,AB1712,COMPUTECH,24 MONTHS,24 MONTHS,,,,16,1,,20500,13,,,,,Ground Floor
196,FR10002,G2801A602000713EA12109F9,FR10002106,DELL MONITER,19000,20500,2050,12/5/2019,AB1712,COMPUTECH,24 MONTHS,24 MONTHS,,,,16,1,,20500,13,,,,,Ground Floor
197,FR10002,G2801A602000614EA12109F9,FR10002107,DELL MONITER,19000,20500,2050,12/5/2019,AB1712,COMPUTER ONE,24 MONTHS,24 MONTHS,,,,16,1,,20500,13,,,,,Ground Floor
198,FR10002,G2801A602000715EA12109F9,FR10002108,DELL MONITER,18200,19000,1900,12/2/2019,AB1712,COMPUTER ONE,24 MONTHS,24 MONTHS,,,,16,1,,19000,13,,,,,Ground Floor
199,FR10002,G2801A602000716EA12109F9,FR10002109,DELL MONITER,19000,20500,2050,3/9/2022,AB1712,COMPUTECH,24 MONTHS,24 MONTHS,,,,16,1,,20500,15,,,,,GF
200,FR10002,G2801A602000617EA12109F9,FR10002110,DELL MONITER,19000,20500,2050,3/9/2022,AB1712,COMPUTECH,24 MONTHS,24 MONTHS,,,,16,1,,20500,15,,,,,GF 
201,FR10002,G2801A602000618EA12109F9,FR10002111,DELL MONITER,19000,20500,2050,3/9/2022,AB1712,COMPUTECH,24 MONTHS,24 MONTHS,,,,16,1,,20500,15,,,,,1st Floor
202,FR10002,G2801A602000719EA12109F9,FR10002112,DELL MONITER,19000,20500,2050,3/9/2022,AB1712,COMPUTECH,24 MONTHS,24 MONTHS,,,,16,1,,20500,15,,,,,1st Floor
203,FR10002,G2801A60200071AEA12109F9,FR10002113,DELL MONITER,19000,20500,2050,3/9/2022,AB1712,COMPUTECH,24 MONTHS,24 MONTHS,,,,16,1,,20500,15,,,,,1st Floor
204,FR10002,G2801A60200061BEA12109F9,FR10002114,DELL MONITER,19000,20500,2050,3/9/2022,AB1712,COMPUTECH,24 MONTHS,24 MONTHS,,,,16,1,,20500,15,,,,,1st Floor
205,FR10002,G2801A60200071CEA12109F9,FR10002115,DELL MONITER,18200,19000,1900,3/9/2022,AB1712,COMPUTER ONE,24 MONTHS,24 MONTHS,,,,16,1,,19000,15,,,,,Ground Floor
206,FR10002,G2801A60200061DEA12109F9,FR10002116,DELL MONITER,18200,19000,1900,3/9/2022,AB1712,COMPUTER ONE,24 MONTHS,24 MONTHS,,,,16,1,,19000,15,,,,,Ground Floor
207,FR10002,G2801A60200061EEA12109F9,FR10002117,DELL MONITER,19000,20500,2050,12/5/2019,AB1712,COMPUTECH,24 MONTHS,24 MONTHS,,,,16,1,,20500,13,,,,,Ground Floor
208,FR10002,G2801A60200071FEA12109F9,FR10002118,DELL MONITER,19000,20500,2050,12/5/2019,AB1712,COMPUTECH,24 MONTHS,24 MONTHS,,,,16,1,,20500,13,,,,,Second Floor
209,FR10002,G2801A602000730EA12309F9,FR10002119,DELL MONITER,19000,20500,2050,12/5/2019,AB1712,COMPUTECH,24 MONTHS,24 MONTHS,,,,16,1,,20500,13,,,,,Second Floor
210,FR10002,G2801A602000631EA12309F9,FR10002120,DELL MONITER,18200,19000,1900,12/2/2019,AB1712,COMPUTER ONE,24 MONTHS,24 MONTHS,,,,16,1,,19000,13,,,,,Second Floor
211,FR10002,G2801A602000632EA12309F9,FR10002121,GENERATOR 125KVA,7650000,8050000,805000,3/9/2022,AB1712,COMPUTECH,24 MONTHS,24 MONTHS,,,,25,1,,8050000,24,,,,,Second Floor
212,FR10002,G2801A602000733EA12309F9,FR10002122,GENERATOR 125KVA,7650000,8050000,805000,3/9/2022,AB1712,COMPUTECH,24 MONTHS,24 MONTHS,,,,25,1,,8050000,24,,,,,Second Floor
213,FR10002,G2801A602000634EA12309F9,FR10002123,GENETRATOR,3835000,3987000,398700,10/10/2017,AB1712,COMPUTECH,24 MONTHS,24 MONTHS,,,,25,1,,3987000,19,,,,,OUT SIDE
214,FR10002,G2801A602000735EA12309F9,FR10002124,GENETRATOR,3835000,3987000,398700,10/10/2017,AB1712,COMPUTECH,24 MONTHS,24 MONTHS,,,,25,1,,3987000,19,,,,,OUT SIDE
215,FR10002,G2801A602000736EA12309F9,FR10002125,HP PRINTER 56550,78000,81040,8104,3/9/2022,AB1712,COMPUTECH,24 MONTHS,24 MONTHS,,,,16,1,,81040,15,,,,,OUT SIDE
216,FR10002,G2801A602000637EA12309F9,FR10002126,HP PRINTER 56550,78000,81900,8190,2/7/2020,AB1712,COMPUTECH,24 MONTHS,24 MONTHS,,,,16,1,,81900,13,,,,,OUT SIDE
217,FR10002,G2801A602000638EA12309F9,FR10002127,HP PRINTER 56550,78000,81040,8104,3/9/2022,AB1712,COMPUTER ONE,24 MONTHS,24 MONTHS,,,,16,1,,81040,15,,,,,OUT SIDE
218,FR10002,G2801A602000739EA12309F9,FR10002128,HP PRINTER 56550,78000,81900,8190,2/7/2020,AB1712,COMPUTER ONE,24 MONTHS,24 MONTHS,,,,16,1,,81900,13,,,,,OUT SIDE
219,FR10002,G2801A60200073AEA12309F9,FR10002129,HP PRINTER 5958,54000,56500,5650,3/9/2022,AB1712,COMPUTECH,24 MONTHS,24 MONTHS,,,,16,1,,56500,15,,,,,OUT SIDE
220,FR10002,G2801A60200063BEA12309F9,FR10002130,HP PRINTER 5958,54000,56500,5650,3/9/2022,AB1712,COMPUTECH,24 MONTHS,24 MONTHS,,,,16,1,,56500,15,,,,,OUT SIDE
221,FR10002,G2801A60200073CEA12309F9,FR10002131,HP PRINTER 5958,54000,56500,5650,2/7/2020,AB1712,COMPUTECH,24 MONTHS,24 MONTHS,,,,16,1,,56500,13,,,,,GF
222,FR10002,G2801A60200063DEA12309F9,FR10002132,HP PRINTER 5958,54000,56500,5650,3/9/2022,AB1712,COMPUTER ONE,24 MONTHS,24 MONTHS,,,,16,1,,56500,15,,,,,GF 
223,FR10002,G2801A60200063EEA12309F9,FR10002133,HP PRINTER 5958,54000,56500,5650,3/9/2022,AB1712,SM JAFFER,24 MONTHS,24 MONTHS,,,,16,1,,56500,15,,,,,1st Floor
224,FR10002,G2801A60200073FEA12309F9,FR10002134,HP PRINTER 5958,54000,56500,5650,2/7/2020,AB1712,SM JAFFER,24 MONTHS,24 MONTHS,,,,16,1,,56500,13,,,,,1st Floor
225,FR10002,G2801A60200075CEA12609F9,FR10002147,OFFICER CHAIR,7000,7000,700,3/9/2022,AB1712,SM JAFFER,24 MONTHS,24 MONTHS,,,,16,1,,7000,15,,,,,OUT SIDE
226,FR10002,G2801A60200065DEA12609F9,FR10002148,OFFICER CHAIR,7000,7000,700,3/9/2022,AB1712,SM JAFFER,24 MONTHS,24 MONTHS,,,,16,1,,7000,15,,,,,OUT SIDE
227,FR10002,G2801A60200065EEA12609F9,FR10002149,OFFICER CHAIR,7000,7000,700,3/9/2022,AB1712,COMPUTECH,24 MONTHS,24 MONTHS,,,,16,1,,7000,15,,,,,OUT SIDE
228,FR10002,G2801A602000710EA12D09F9,FR10002150,OFFICER CHAIR,7000,7000,700,3/9/2022,AB1712,COMPUTECH,24 MONTHS,24 MONTHS,,,,16,1,,7000,15,,,,,OUT SIDE
229,FR10002,G2801A602000611EA12D09F9,FR10002151,OFFICER CHAIR,7000,7000,700,3/9/2022,AB1712,COMPUTECH,24 MONTHS,24 MONTHS,,,,16,1,,7000,15,,,,,OUT SIDE
230,FR10002,G2801A602000612EA12D09F9,FR10002152,OFFICER CHAIR,7000,7000,700,3/9/2022,AB1712,COMPUTECH,24 MONTHS,24 MONTHS,,,,16,1,,7000,15,,,,,OUT SIDE
231,FR10002,G2801A602000713EA12D09F9,FR10002153,OFFICER CHAIR,7000,7000,700,1/7/2017,AB1712,COMPUTECH,24 MONTHS,24 MONTHS,,,,17,1,,7000,11,,,,,GF
232,FR10002,G2801A602000614EA12D09F9,FR10002154,OFFICER CHAIR,7000,7000,700,1/7/2017,AB1712,COMPUTECH,24 MONTHS,24 MONTHS,,,,17,1,,7000,11,,,,,GF
233,FR10002,G2801A602000715EA12D09F9,FR10002155,OFFICER CHAIR,7000,7000,700,3/9/2022,AB1712,COMPUTECH,24 MONTHS,24 MONTHS,,,,16,1,,7000,15,,,,,GF
234,FR10002,G2801A602000716EA12D09F9,FR10002156,OFFICER TABLE,12000,12000,1200,3/9/2022,AB1712,COMPUTECH,24 MONTHS,24 MONTHS,,,,18,1,,12000,17,,,,,GF
235,FR10002,G2801A602000617EA12D09F9,FR10002157,OFFICER TABLE,12000,12000,1200,3/9/2022,AB1712,COMPUTECH,24 MONTHS,24 MONTHS,,,,18,1,,12000,17,,,,,GF
236,FR10002,G2801A602000618EA12D09F9,FR10002158,OFFICER TABLE,12000,12000,1200,3/9/2022,AB1712,COMPUTECH,24 MONTHS,24 MONTHS,,,,18,1,,12000,17,,,,,1st Floor
237,FR10002,G2801A602000719EA12D09F9,FR10002159,OFFICER TABLE,12000,12000,1200,3/9/2022,AB1214,VISION NEXT,24 MONTHS,24 MONTHS,,,,18,1,,12000,17,,,,,GF
238,FR10002,G2801A60200071AEA12D09F9,FR10002160,OFFICER TABLE,12000,12000,1200,3/9/2022,AB1214,VISION NEXT,24 MONTHS,24 MONTHS,,,,18,1,,12000,17,,,,,GF
239,FR10002,G2801A60200061BEA12D09F9,FR10002161,OFFICER TABLE,12000,12000,1200,3/9/2022,AB1214,VISION NEXT,24 MONTHS,24 MONTHS,,,,18,1,,12000,17,,,,,GF
240,FR10002,G2801A60200071CEA12D09F9,FR10002162,OFFICER TABLE,12000,12000,1200,1/7/2017,AB1214,VISION NEXT,24 MONTHS,24 MONTHS,,,,18,1,,12000,12,,,,,1st Floor
241,FR10002,G2801A60200061DEA12D09F9,FR10002163,OFFICER TABLE,12000,12000,1200,1/7/2017,AB1214,VISION NEXT,24 MONTHS,24 MONTHS,,,,18,1,,12000,12,,,,,GF
242,FR10002,G2801A60200061EEA12D09F9,FR10002164,OFFICER TABLE,12000,12000,1200,1/7/2017,AB1214,VISION NEXT,24 MONTHS,24 MONTHS,,,,18,1,,12000,12,,,,,Ground Floor
243,FR10002,G2801A60200071FEA12D09F9,FR10002165,OFFICER TABLE,12000,12000,1200,3/9/2022,AB1214,VISION NEXT,24 MONTHS,24 MONTHS,,,,18,1,,12000,17,,,,,Ground Floor
244,FR10002,G2801A602000630EA12D09F9,FR10002166,OFFICER TABLE,12000,12000,1200,3/9/2022,AB1214,VISION NEXT,24 MONTHS,24 MONTHS,,,,18,1,,12000,17,,,,,Ground Floor
245,FR10002,G2801A602000731EA12D09F9,FR10002167,OFFICER TABLE,12000,12000,1200,3/9/2022,AB1214,VISION NEXT,24 MONTHS,24 MONTHS,,,,18,1,,12000,17,,,,,Ground Floor
246,FR10002,G2801A602000732EA12D09F9,FR10002168,OFFICER TABLE,12000,12000,1200,3/9/2022,AB1214,VISION NEXT,24 MONTHS,24 MONTHS,,,,18,1,,12000,17,,,,,1st Floor
247,FR10002,G2801A602000633EA12D09F9,FR10002169,OFFICER TABLE,12000,12000,1200,3/9/2022,AB1214,VISION NEXT,24 MONTHS,24 MONTHS,,,,18,1,,12000,17,,,,,Ground Floor
248,FR10002,G2801A602000734EA12D09F9,FR10002170,OFFICER TABLE,12000,12000,1200,3/9/2022,AB1214,VISION NEXT,24 MONTHS,24 MONTHS,,,,18,1,,12000,17,,,,,Ground Floor
249,FR10002,G2801A602000635EA12D09F9,FR10002171,OFFICER TABLE,12000,12000,1200,1/7/2017,AB1214,VISION NEXT,24 MONTHS,24 MONTHS,,,,18,1,,12000,12,,,,,Ground Floor
250,FR10002,G2801A602000636EA12D09F9,FR10002172,OFFICER TABLE,12000,12000,1200,1/7/2017,AB1214,VISION NEXT,24 MONTHS,24 MONTHS,,,,18,1,,12000,12,,,,,Ground Floor
251,FR10002,G2801A602000737EA12D09F9,FR10002173,OFFICER TABLE,12000,12000,1200,1/7/2017,AB1214,VISION NEXT,24 MONTHS,24 MONTHS,,,,18,1,,12000,12,,,,,GF
252,FR10002,G2801A602000710DA12D09F9,FR10002200,VISITOR CHAIR,5800,5800,580,3/9/2022,AB1214,VISION NEXT,24 MONTHS,24 MONTHS,,,,18,1,,5800,17,,,,,Ground Floor
253,FR10002,G2801A60200065EDA12609F9,FR10002201,VISITOR CHAIR,5800,5800,580,3/9/2022,AB1214,VISION NEXT,24 MONTHS,24 MONTHS,,,,18,1,,5800,17,,,,,Ground Floor
254,FR10002,G2801A60200065DDA12609F9,FR10002202,VISITOR CHAIR,5800,5800,580,3/9/2022,AB1214,VISION NEXT,24 MONTHS,24 MONTHS,,,,18,1,,5800,17,,,,,Ground Floor
255,FR10002,G2801A60200075CDA12609F9,FR10002203,VISITOR CHAIR,5800,5800,580,3/9/2022,AB1214,VISION NEXT,24 MONTHS,24 MONTHS,,,,18,1,,5800,17,,,,,Ground Floor
256,FR10002,G2801A60200065BDA12609F9,FR10002204,VISITOR CHAIR,5800,5800,580,3/9/2022,AB1214,VISION NEXT,24 MONTHS,24 MONTHS,,,,18,1,,5800,17,,,,,1st Floor
257,FR10002,G2801A60200075ADA12609F9,FR10002205,VISITOR CHAIR,5800,5800,580,3/9/2022,AB1214,VISION NEXT,24 MONTHS,24 MONTHS,,,,18,1,,5800,17,,,,,Ground Floor
258,FR10002,G2801A602000759DA12609F9,FR10002206,VISITOR CHAIR,5800,5800,580,3/9/2022,AB1214,VISION NEXT,24 MONTHS,24 MONTHS,,,,18,1,,5800,17,,,,,Ground Floor
259,FR10002,G2801A602000658DA12609F9,FR10002207,VISITOR CHAIR,5800,5800,580,3/9/2022,AB1214,VISION NEXT,24 MONTHS,24 MONTHS,,,,18,1,,5800,17,,,,,Ground Floor
260,FR10002,G2801A602000657DA12609F9,FR10002208,VISITOR CHAIR,5800,5800,580,3/9/2022,AB1214,VISION NEXT,24 MONTHS,24 MONTHS,,,,18,1,,5800,17,,,,,Ground Floor
261,FR10002,G2801A602000756DA12609F9,FR10002209,VISITOR CHAIR,5800,5800,580,3/9/2022,AB1214,VISION NEXT,24 MONTHS,24 MONTHS,,,,18,1,,5800,17,,,,,GF
262,FR10002,G2801A602000755DA12609F9,FR10002210,VISITOR CHAIR,5800,5800,580,3/9/2022,AB1214,VISION NEXT,24 MONTHS,24 MONTHS,,,,18,1,,5800,17,,,,,GF 
263,FR10002,G2801A602000654DA12609F9,FR10002211,VISITOR CHAIR,5800,5800,580,3/9/2022,AB1214,VISION NEXT,24 MONTHS,24 MONTHS,,,,18,1,,5800,17,,,,,1st Floor
264,FR10002,G2801A602000739DA12309F9,FR10002222,VISITOR CHAIR,5800,5800,580,1/7/2017,AB1214,VISION NEXT,24 MONTHS,24 MONTHS,,,,18,1,,,12,,,,,Second Floor
265,FR10002,G2801A602000638DA12309F9,FR10002223,VISITOR CHAIR,5800,5800,580,1/7/2017,AB1214,VISION NEXT,24 MONTHS,24 MONTHS,,,,18,1,,5800,12,,,,,OUT SIDE
266,FR10002,G2801A602000637DA12309F9,FR10002224,VISITOR CHAIR,5800,5800,580,1/7/2017,AB1214,VISION NEXT,24 MONTHS,24 MONTHS,,,,18,1,,5800,12,,,,,OUT SIDE
267,FR10002,G2801A602000631DA12309F9,FR10002230,VISITOR CHAIR,5800,5800,580,3/9/2022,AB1214,VISION NEXT,24 MONTHS,24 MONTHS,,,,18,1,,5800,17,,,,,OUT SIDE
268,FR10002,G2801A602000730DA12309F9,FR10002231,VISITOR CHAIR,5800,5800,580,3/9/2022,AB1214,VISION NEXT,24 MONTHS,24 MONTHS,,,,18,1,,5800,17,,,,,GF
269,FR10002,G2801A60200071FDA12109F9,FR10002232,VISITOR CHAIR,5800,5800,580,3/9/2022,AB1214,VISION NEXT,24 MONTHS,24 MONTHS,,,,18,1,,5800,17,,,,,GF 
270,FR10002,G2801A60200061EDA12109F9,FR10002233,VISITOR CHAIR,5800,5800,580,3/9/2022,AB1214,VISION NEXT,24 MONTHS,24 MONTHS,,,,18,1,,5800,17,,,,,1st Floor
271,FR10002,G2801A60200061DDA12109F9,FR10002234,VISITOR CHAIR,5800,5800,580,3/9/2022,AB1214,VISION NEXT,24 MONTHS,24 MONTHS,,,,18,1,,5800,17,,,,,1st Floor
272,FR10002,G2801A60200071CDA12109F9,FR10002235,VISITOR CHAIR,5800,5800,580,3/9/2022,AB1214,VISION NEXT,24 MONTHS,24 MONTHS,,,,18,1,,5800,17,,,,,1st Floor
273,FR10002,G2801A60200061BDA12109F9,FR10002236,VISITOR CHAIR,5800,5800,580,3/9/2022,AB1214,VISION NEXT,24 MONTHS,24 MONTHS,,,,18,1,,5800,17,,,,,1st Floor
274,FR10002,G2801A60200071ADA12109F9,FR10002237,VISITOR CHAIR,5800,5800,580,3/9/2022,AB1214,VISION NEXT,24 MONTHS,24 MONTHS,,,,18,1,,5800,17,,,,,Ground Floor
